Model,Website,Title,Price (TL),URL
5000.0,https://hizliyazarkasa.com,Paygo SP630 Pro,5000.0,https://hizliyazarkasa.com
9499.0,https://hizliyazarkasa.com,Ingenico MOVE5000F,9499.0,https://hizliyazarkasa.com
